Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Control Accounts,9378,S106 SPA Conts to HCC,31/03/2021,80014551,6500,Control Accounts,Hampshire County Council,1206
Rushmoor Borough Council,Control Accounts,9377,Southwood 2 Expenditure,31/03/2021,80014552,1518,Control Accounts,Hampshire County Council,1206
Rushmoor Borough Council,Control Accounts,9321,Wellesley SAMM Contribution,31/03/2021,80014553,65454.43,Control Accounts,Hampshire County Council,1206
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,29/03/2021,80014555,500,Revenue,Redacted personal data,16322
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,30/03/2021,80014556,700,Control Accounts,Accent Housing Limited,12833
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,30/03/2021,80014557,600,Control Accounts,Fosters Lettings Agents Ltd,14181
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,30/03/2021,80014558,550,Control Accounts,S & T Property Lettings Ltd,13780
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,30/03/2021,80014561,500,Revenue,Redacted personal data,16323
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,31/03/2021,80014564,2931.9,Capital,Bjc Design,14608
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,31/03/2021,80014565,2517.3,Capital,Bjc Design,14608
Rushmoor Borough Council,Personnel & Payroll,1415,Health Care,04/03/2021,24,1151.28,Revenue,National Deposit,DD1
Rushmoor Borough Council,Financial Services,3805,Access/Cardnet,17/03/2021,000013,1270.48,Revenue,Capita,DD2
Rushmoor Borough Council,Financial Services,3805,Access/Cardnet,29/03/2021,000009,1249.33,Revenue,Capita,DD3
Rushmoor Borough Council,Financial Services,3806,Access/Cardnet,29/03/2021,000007,432.9,Revenue,Capita,DD4
Rushmoor Borough Council,Financial Services,3807,Access/Cardnet,17/03/2021,000013,576.82,Revenue,Capita,DD5
Rushmoor Borough Council,Customer Services,1327,Telephones,22/03/2021,127,356.26,Revenue,Southern Communities,DD6
Rushmoor Borough Council,Community,2518,Princes Hall Spektrix,18/03/2021,37,653.21,Revenue,Spektrix,DD7
Rushmoor Borough Council,Financial Services,3403,Bank Charges,08/01/2021,35,709.08,Revenue,Lloyds Bank,DD8
Rushmoor Borough Council,All Services,9347,Staff Rail Travel,30/03/2021,54,383.00,Control Accounts,Rail Settlement Plan,DD9
Rushmoor Borough Council,Information Technology,3302,Application Software,23/03/2021,42,830.55,Revenue,Bottomline Technologies,DD10
