"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Infrastructure Engineer (DC) C1","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Infrastructure Engineer (I&S) C1","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Operations Centre C1","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Performance Analyst C1","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Product Manager C1","5.86","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Service Design C1","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Service Desk C1","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Service Management C1","5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Strategic Planning C1","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Test Engineer C1","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Tester C1","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","IPO Secure C1","5","Government Security Profession","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Directorate Support C1","<5","Other","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C1","41016","43067","Governance C1","<5","Other","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C2","57583","60460","Architecture C2","7","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C2","57583","60460","Business Analyst C2","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C2","57583","60460","Cloud C2","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C2","57583","60460","Data Architect C2","<5","Digital, Data and Technology Professions","Wales"
"Department for Business, Energy & Industrial Strategy","Intellectual Property Office","Digital, Data and Technology Directorate","7238860","C2","57583","60460","Data Governor C2","<5","Digital, Data and Technology Professions","Wales"
