Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
 Wales , HOLSTEIN , Dairy , F , 84 to 90 months ,815
 Wales , HOLSTEIN , Dairy , F , 90 to 96 months ,487
 Wales , HOLSTEIN , Dairy , F , 96 to102 months ,493
 Wales , HOLSTEIN , Dairy , F , 102+months ,"1,292"
 Wales , HOLSTEIN , Dairy , F ,,5
 Wales , HOLSTEIN , Dairy , M , 0 to 6 months ,721
 Wales , HOLSTEIN , Dairy , M , 6 to 12 months ,458
 Wales , HOLSTEIN , Dairy , M , 12 to 18 months ,486
 Wales , HOLSTEIN , Dairy , M , 18 to 24 months ,289
 Wales , HOLSTEIN , Dairy , M , 24 to 30 months ,274
 Wales , HOLSTEIN , Dairy , M , 30 to 36 months ,127
 Wales , HOLSTEIN , Dairy , M , 36 to 42 months ,57
 Wales , HOLSTEIN , Dairy , M , 42 to 48 Months ,17
 Wales , HOLSTEIN , Dairy , M , 48 to 54 months ,9
 Wales , HOLSTEIN , Dairy , M , 54 to 60 months ,7
 Wales , HOLSTEIN , Dairy , M , 60 to 66 months ,5
 Wales , HOLSTEIN , Dairy , M , 66 to 72 months ,8
 Wales , HOLSTEIN , Dairy , M , 72 to 78 months ,7
 Wales , HOLSTEIN , Dairy , M , 78 to 84 months ,4
 Wales , HOLSTEIN , Dairy , M , 84 to 90 months ,2
 Wales , HOLSTEIN , Dairy , M , 90 to 96 months ,2
 Wales , HOLSTEIN , Dairy , M , 102+months ,4
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 0 to 6 months ,"23,419"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 6 to 12 months ,"15,821"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 12 to 18 months ,"20,873"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 18 to 24 months ,"15,566"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 24 to 30 months ,"20,588"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 30 to 36 months ,"16,958"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 36 to 42 months ,"19,602"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 42 to 48 Months ,"15,262"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 48 to 54 months ,"15,277"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 54 to 60 months ,"11,138"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 60 to 66 months ,"11,662"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 66 to 72 months ,"8,338"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 72 to 78 months ,"8,919"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 78 to 84 months ,"5,598"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 84 to 90 months ,"6,140"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 90 to 96 months ,"3,771"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 96 to102 months ,"4,163"
 Wales , HOLSTEIN FRIESIAN , Dairy , F , 102+months ,"11,842"
 Wales , HOLSTEIN FRIESIAN , Dairy , F ,,15
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 0 to 6 months ,"8,696"
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 6 to 12 months ,"5,349"
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 12 to 18 months ,"6,093"
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 18 to 24 months ,"3,626"
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 24 to 30 months ,"3,331"
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 30 to 36 months ,"1,020"
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 36 to 42 months ,240
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 42 to 48 Months ,94
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 48 to 54 months ,50
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 54 to 60 months ,28
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 60 to 66 months ,25
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 66 to 72 months ,30
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 72 to 78 months ,16
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 78 to 84 months ,7
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 84 to 90 months ,16
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 90 to 96 months ,12
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 96 to102 months ,8
 Wales , HOLSTEIN FRIESIAN , Dairy , M , 102+months ,31
 Wales , HOLSTEIN FRIESIAN , Dairy , M ,,3
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 0 to 6 months ,"1,279"
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 6 to 12 months ,"2,632"
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 12 to 18 months ,"1,173"
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 18 to 24 months ,"3,081"
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 24 to 30 months ,"1,261"
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 30 to 36 months ,"1,950"
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 36 to 42 months ,820
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 42 to 48 Months ,"1,402"
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 48 to 54 months ,747
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 54 to 60 months ,"1,210"
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 60 to 66 months ,574
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 66 to 72 months ,772
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 72 to 78 months ,452
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 78 to 84 months ,373
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 84 to 90 months ,258
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 90 to 96 months ,317
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 96 to102 months ,238
 Wales , HOLSTEIN FRIESIAN X , Dairy , F , 102+months ,771
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 0 to 6 months ,711
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 6 to 12 months ,"1,176"
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 12 to 18 months ,647
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 18 to 24 months ,821
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 24 to 30 months ,267
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 30 to 36 months ,136
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 36 to 42 months ,28
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 42 to 48 Months ,13
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 48 to 54 months ,5
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 54 to 60 months ,5
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 60 to 66 months ,2
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 66 to 72 months ,3
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 72 to 78 months ,1
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 84 to 90 months ,1
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 96 to102 months ,2
 Wales , HOLSTEIN FRIESIAN X , Dairy , M , 102+months ,3
 Wales , HOLSTEIN X , Dairy , F , 0 to 6 months ,82
 Wales , HOLSTEIN X , Dairy , F , 6 to 12 months ,60
 Wales , HOLSTEIN X , Dairy , F , 12 to 18 months ,46
 Wales , HOLSTEIN X , Dairy , F , 18 to 24 months ,107
 Wales , HOLSTEIN X , Dairy , F , 24 to 30 months ,68
 Wales , HOLSTEIN X , Dairy , F , 30 to 36 months ,64
 Wales , HOLSTEIN X , Dairy , F , 36 to 42 months ,91
 Wales , HOLSTEIN X , Dairy , F , 42 to 48 Months ,66
 Wales , HOLSTEIN X , Dairy , F , 48 to 54 months ,54
 Wales , HOLSTEIN X , Dairy , F , 54 to 60 months ,88
 Wales , HOLSTEIN X , Dairy , F , 60 to 66 months ,70
 Wales , HOLSTEIN X , Dairy , F , 66 to 72 months ,27
 Wales , HOLSTEIN X , Dairy , F , 72 to 78 months ,33
 Wales , HOLSTEIN X , Dairy , F , 78 to 84 months ,36
 Wales , HOLSTEIN X , Dairy , F , 84 to 90 months ,22
 Wales , HOLSTEIN X , Dairy , F , 90 to 96 months ,21
 Wales , HOLSTEIN X , Dairy , F , 96 to102 months ,9
 Wales , HOLSTEIN X , Dairy , F , 102+months ,39
 Wales , HOLSTEIN X , Dairy , F ,,1
 Wales , HOLSTEIN X , Dairy , M , 0 to 6 months ,70
 Wales , HOLSTEIN X , Dairy , M , 6 to 12 months ,56
 Wales , HOLSTEIN X , Dairy , M , 12 to 18 months ,66
 Wales , HOLSTEIN X , Dairy , M , 18 to 24 months ,77
 Wales , HOLSTEIN X , Dairy , M , 24 to 30 months ,34
 Wales , HOLSTEIN X , Dairy , M , 30 to 36 months ,14
 Wales , HOLSTEIN X , Dairy , M , 36 to 42 months ,1
 Wales , HOLSTEIN X , Dairy , M , 60 to 66 months ,1
 Wales , IRISH MOILED , Non Dairy , F , 0 to 6 months ,1
 Wales , IRISH MOILED , Non Dairy , F , 6 to 12 months ,2
 Wales , IRISH MOILED , Non Dairy , F , 24 to 30 months ,3
 Wales , IRISH MOILED , Non Dairy , F , 30 to 36 months ,1
 Wales , IRISH MOILED , Non Dairy , F , 42 to 48 Months ,2
 Wales , IRISH MOILED , Non Dairy , F , 66 to 72 months ,3
 Wales , IRISH MOILED , Non Dairy , F , 102+months ,4
 Wales , IRISH MOILED , Non Dairy , M , 0 to 6 months ,2
 Wales , IRISH MOILED , Non Dairy , M , 6 to 12 months ,2
 Wales , IRISH MOILED , Non Dairy , M , 24 to 30 months ,2
 Wales , IRISH MOILED , Non Dairy , M , 30 to 36 months ,1
 Wales , IRISH MOILED X , Non Dairy , F , 102+months ,1
 Wales , JERSEY , Dairy , F , 0 to 6 months ,489
 Wales , JERSEY , Dairy , F , 6 to 12 months ,432
 Wales , JERSEY , Dairy , F , 12 to 18 months ,546
 Wales , JERSEY , Dairy , F , 18 to 24 months ,401
 Wales , JERSEY , Dairy , F , 24 to 30 months ,422
 Wales , JERSEY , Dairy , F , 30 to 36 months ,431
 Wales , JERSEY , Dairy , F , 36 to 42 months ,559
 Wales , JERSEY , Dairy , F , 42 to 48 Months ,463
 Wales , JERSEY , Dairy , F , 48 to 54 months ,384
 Wales , JERSEY , Dairy , F , 54 to 60 months ,308
 Wales , JERSEY , Dairy , F , 60 to 66 months ,389
 Wales , JERSEY , Dairy , F , 66 to 72 months ,224
 Wales , JERSEY , Dairy , F , 72 to 78 months ,277
 Wales , JERSEY , Dairy , F , 78 to 84 months ,193
 Wales , JERSEY , Dairy , F , 84 to 90 months ,184
 Wales , JERSEY , Dairy , F , 90 to 96 months ,133
 Wales , JERSEY , Dairy , F , 96 to102 months ,134
 Wales , JERSEY , Dairy , F , 102+months ,559
 Wales , JERSEY , Dairy , F ,,4
 Wales , JERSEY , Dairy , M , 0 to 6 months ,80
 Wales , JERSEY , Dairy , M , 6 to 12 months ,63
 Wales , JERSEY , Dairy , M , 12 to 18 months ,61
 Wales , JERSEY , Dairy , M , 18 to 24 months ,56
 Wales , JERSEY , Dairy , M , 24 to 30 months ,33
 Wales , JERSEY , Dairy , M , 30 to 36 months ,29
 Wales , JERSEY , Dairy , M , 36 to 42 months ,12
 Wales , JERSEY , Dairy , M , 42 to 48 Months ,8
 Wales , JERSEY , Dairy , M , 48 to 54 months ,2
 Wales , JERSEY , Dairy , M , 54 to 60 months ,8
 Wales , JERSEY , Dairy , M , 60 to 66 months ,1
 Wales , JERSEY , Dairy , M , 66 to 72 months ,5
 Wales , JERSEY , Dairy , M , 72 to 78 months ,4
 Wales , JERSEY , Dairy , M , 78 to 84 months ,1
 Wales , JERSEY , Dairy , M , 96 to102 months ,1
 Wales , JERSEY , Dairy , M , 102+months ,6
 Wales , JERSEY , Dairy , M ,,1
 Wales , JERSEY X , Dairy , F , 0 to 6 months ,696
 Wales , JERSEY X , Dairy , F , 6 to 12 months ,"1,480"
 Wales , JERSEY X , Dairy , F , 12 to 18 months ,456
 Wales , JERSEY X , Dairy , F , 18 to 24 months ,"2,133"
 Wales , JERSEY X , Dairy , F , 24 to 30 months ,413
 Wales , JERSEY X , Dairy , F , 30 to 36 months ,"1,546"
 Wales , JERSEY X , Dairy , F , 36 to 42 months ,439
 Wales , JERSEY X , Dairy , F , 42 to 48 Months ,"1,181"
 Wales , JERSEY X , Dairy , F , 48 to 54 months ,275
 Wales , JERSEY X , Dairy , F , 54 to 60 months ,859
 Wales , JERSEY X , Dairy , F , 60 to 66 months ,275
 Wales , JERSEY X , Dairy , F , 66 to 72 months ,480
 Wales , JERSEY X , Dairy , F , 72 to 78 months ,265
 Wales , JERSEY X , Dairy , F , 78 to 84 months ,450
 Wales , JERSEY X , Dairy , F , 84 to 90 months ,121
 Wales , JERSEY X , Dairy , F , 90 to 96 months ,327
 Wales , JERSEY X , Dairy , F , 96 to102 months ,104
 Wales , JERSEY X , Dairy , F , 102+months ,652
 Wales , JERSEY X , Dairy , F ,,6
 Wales , JERSEY X , Dairy , M , 0 to 6 months ,107
 Wales , JERSEY X , Dairy , M , 6 to 12 months ,180
 Wales , JERSEY X , Dairy , M , 12 to 18 months ,63
 Wales , JERSEY X , Dairy , M , 18 to 24 months ,170
 Wales , JERSEY X , Dairy , M , 24 to 30 months ,43
 Wales , JERSEY X , Dairy , M , 30 to 36 months ,59
 Wales , JERSEY X , Dairy , M , 36 to 42 months ,11
 Wales , JERSEY X , Dairy , M , 42 to 48 Months ,10
 Wales , JERSEY X , Dairy , M , 48 to 54 months ,1
 Wales , JERSEY X , Dairy , M , 54 to 60 months ,1
 Wales , JERSEY X , Dairy , M , 90 to 96 months ,2
 Wales , KERRY , Dairy , F , 102+months ,3
 Wales , KERRY X , Dairy , F , 0 to 6 months ,1
 Wales , KERRY X , Dairy , F , 18 to 24 months ,1
 Wales , KERRY X , Dairy , F , 36 to 42 months ,1
 Wales , KERRY X , Dairy , F , 72 to 78 months ,1
 Wales , KERRY X , Dairy , M , 12 to 18 months ,1
 Wales , KIWI , Dairy , F , 0 to 6 months ,1
 Wales , KIWI , Dairy , F , 6 to 12 months ,28
 Wales , KIWI , Dairy , F , 12 to 18 months ,1
 Wales , KIWI CROSS , Dairy , F , 0 to 6 months ,18
 Wales , KIWI CROSS , Dairy , F , 6 to 12 months ,256
 Wales , KIWI CROSS , Dairy , F , 12 to 18 months ,13
 Wales , KIWI CROSS , Dairy , F , 18 to 24 months ,8
 Wales , KIWI CROSS , Dairy , M , 6 to 12 months ,2
 Wales , KIWI CROSS , Dairy , M , 18 to 24 months ,2
 Wales , LIMOUSIN , Non Dairy , F , 0 to 6 months ,"2,491"
 Wales , LIMOUSIN , Non Dairy , F , 6 to 12 months ,"3,976"
 Wales , LIMOUSIN , Non Dairy , F , 12 to 18 months ,"2,376"
 Wales , LIMOUSIN , Non Dairy , F , 18 to 24 months ,"3,143"
 Wales , LIMOUSIN , Non Dairy , F , 24 to 30 months ,"1,326"
 Wales , LIMOUSIN , Non Dairy , F , 30 to 36 months ,"1,848"
 Wales , LIMOUSIN , Non Dairy , F , 36 to 42 months ,918
 Wales , LIMOUSIN , Non Dairy , F , 42 to 48 Months ,"1,512"
 Wales , LIMOUSIN , Non Dairy , F , 48 to 54 months ,821
 Wales , LIMOUSIN , Non Dairy , F , 54 to 60 months ,"1,382"
 Wales , LIMOUSIN , Non Dairy , F , 60 to 66 months ,585
 Wales , LIMOUSIN , Non Dairy , F , 66 to 72 months ,"1,246"
 Wales , LIMOUSIN , Non Dairy , F , 72 to 78 months ,696
 Wales , LIMOUSIN , Non Dairy , F , 78 to 84 months ,"1,133"
 Wales , LIMOUSIN , Non Dairy , F , 84 to 90 months ,607
 Wales , LIMOUSIN , Non Dairy , F , 90 to 96 months ,"1,008"
 Wales , LIMOUSIN , Non Dairy , F , 96 to102 months ,507
 Wales , LIMOUSIN , Non Dairy , F , 102+months ,"5,288"
 Wales , LIMOUSIN , Non Dairy , F ,,3
 Wales , LIMOUSIN , Non Dairy , M , 0 to 6 months ,"2,574"
 Wales , LIMOUSIN , Non Dairy , M , 6 to 12 months ,"3,870"
 Wales , LIMOUSIN , Non Dairy , M , 12 to 18 months ,"2,064"
 Wales , LIMOUSIN , Non Dairy , M , 18 to 24 months ,"2,298"
 Wales , LIMOUSIN , Non Dairy , M , 24 to 30 months ,763
 Wales , LIMOUSIN , Non Dairy , M , 30 to 36 months ,515
 Wales , LIMOUSIN , Non Dairy , M , 36 to 42 months ,191
 Wales , LIMOUSIN , Non Dairy , M , 42 to 48 Months ,314
 Wales , LIMOUSIN , Non Dairy , M , 48 to 54 months ,157
 Wales , LIMOUSIN , Non Dairy , M , 54 to 60 months ,246
 Wales , LIMOUSIN , Non Dairy , M , 60 to 66 months ,140
 Wales , LIMOUSIN , Non Dairy , M , 66 to 72 months ,220
 Wales , LIMOUSIN , Non Dairy , M , 72 to 78 months ,127
 Wales , LIMOUSIN , Non Dairy , M , 78 to 84 months ,226
 Wales , LIMOUSIN , Non Dairy , M , 84 to 90 months ,98
 Wales , LIMOUSIN , Non Dairy , M , 90 to 96 months ,110
 Wales , LIMOUSIN , Non Dairy , M , 96 to102 months ,76
 Wales , LIMOUSIN , Non Dairy , M , 102+months ,493
 Wales , LIMOUSIN , Non Dairy , M ,,2
 Wales , LIMOUSIN , Non Dairy ,, 84 to 90 months ,1
 Wales , LIMOUSIN , Non Dairy ,, 102+months ,1
 Wales , LIMOUSIN (BLACK) , Non Dairy , F , 102+months ,28
 Wales , X , Non Dairy , F , 102+months ,233
 Wales , X , Non Dairy , M , 102+months ,3
 Wales , LIMOUSIN (RED) , Non Dairy , F , 102+months ,54
 Wales , LIMOUSIN (RED) , Non Dairy , M , 102+months ,1
 Wales , X , Non Dairy , F , 102+months ,99
 Wales , X , Non Dairy , M , 102+months ,2
 Wales , LIMOUSIN X , Non Dairy , F , 0 to 6 months ,"13,080"
 Wales , LIMOUSIN X , Non Dairy , F , 6 to 12 months ,"19,721"
 Wales , LIMOUSIN X , Non Dairy , F , 12 to 18 months ,"11,341"
 Wales , LIMOUSIN X , Non Dairy , F , 18 to 24 months ,"14,300"
 Wales , LIMOUSIN X , Non Dairy , F , 24 to 30 months ,"5,409"
 Wales , LIMOUSIN X , Non Dairy , F , 30 to 36 months ,"5,593"
 Wales , LIMOUSIN X , Non Dairy , F , 36 to 42 months ,"2,998"
 Wales , LIMOUSIN X , Non Dairy , F , 42 to 48 Months ,"4,350"
 Wales , LIMOUSIN X , Non Dairy , F , 48 to 54 months ,"2,615"
 Wales , LIMOUSIN X , Non Dairy , F , 54 to 60 months ,"3,727"
 Wales , LIMOUSIN X , Non Dairy , F , 60 to 66 months ,"2,229"
 Wales , LIMOUSIN X , Non Dairy , F , 66 to 72 months ,"3,620"
 Wales , LIMOUSIN X , Non Dairy , F , 72 to 78 months ,"2,491"
 Wales , LIMOUSIN X , Non Dairy , F , 78 to 84 months ,"3,736"
 Wales , LIMOUSIN X , Non Dairy , F , 84 to 90 months ,"2,333"
 Wales , LIMOUSIN X , Non Dairy , F , 90 to 96 months ,"3,355"
 Wales , LIMOUSIN X , Non Dairy , F , 96 to102 months ,"2,136"
 Wales , LIMOUSIN X , Non Dairy , F , 102+months ,"18,286"
 Wales , LIMOUSIN X , Non Dairy , F ,,63
 Wales , LIMOUSIN X , Non Dairy , M , 0 to 6 months ,"13,004"
 Wales , LIMOUSIN X , Non Dairy , M , 6 to 12 months ,"19,633"
 Wales , LIMOUSIN X , Non Dairy , M , 12 to 18 months ,"10,199"
 Wales , LIMOUSIN X , Non Dairy , M , 18 to 24 months ,"12,063"
 Wales , LIMOUSIN X , Non Dairy , M , 24 to 30 months ,"3,521"
 Wales , LIMOUSIN X , Non Dairy , M , 30 to 36 months ,"1,202"
 Wales , LIMOUSIN X , Non Dairy , M , 36 to 42 months ,179
 Wales , LIMOUSIN X , Non Dairy , M , 42 to 48 Months ,150
 Wales , LIMOUSIN X , Non Dairy , M , 48 to 54 months ,62
 Wales , LIMOUSIN X , Non Dairy , M , 54 to 60 months ,64
 Wales , LIMOUSIN X , Non Dairy , M , 60 to 66 months ,38
 Wales , LIMOUSIN X , Non Dairy , M , 66 to 72 months ,39
 Wales , LIMOUSIN X , Non Dairy , M , 72 to 78 months ,27
 Wales , LIMOUSIN X , Non Dairy , M , 78 to 84 months ,44
 Wales , LIMOUSIN X , Non Dairy , M , 84 to 90 months ,18
 Wales , LIMOUSIN X , Non Dairy , M , 90 to 96 months ,26
 Wales , LIMOUSIN X , Non Dairy , M , 96 to102 months ,12
 Wales , LIMOUSIN X , Non Dairy , M , 102+months ,196
 Wales , LIMOUSIN X , Non Dairy , M ,,38
 Wales , LIMOUSIN X , Non Dairy ,, 60 to 66 months ,1
 Wales , LINCOLN RED , Non Dairy , F , 6 to 12 months ,12
 Wales , LINCOLN RED , Non Dairy , F , 18 to 24 months ,19
 Wales , LINCOLN RED , Non Dairy , F , 24 to 30 months ,3
 Wales , LINCOLN RED , Non Dairy , F , 30 to 36 months ,15
 Wales , LINCOLN RED , Non Dairy , F , 36 to 42 months ,3
 Wales , LINCOLN RED , Non Dairy , F , 42 to 48 Months ,9
 Wales , LINCOLN RED , Non Dairy , F , 48 to 54 months ,3
 Wales , LINCOLN RED , Non Dairy , F , 54 to 60 months ,8
 Wales , LINCOLN RED , Non Dairy , F , 66 to 72 months ,6
 Wales , LINCOLN RED , Non Dairy , F , 78 to 84 months ,3
 Wales , LINCOLN RED , Non Dairy , F , 84 to 90 months ,1
 Wales , LINCOLN RED , Non Dairy , F , 90 to 96 months ,2
 Wales , LINCOLN RED , Non Dairy , F , 96 to102 months ,1
 Wales , LINCOLN RED , Non Dairy , F , 102+months ,9
 Wales , LINCOLN RED , Non Dairy , M , 6 to 12 months ,17
 Wales , LINCOLN RED , Non Dairy , M , 12 to 18 months ,1
 Wales , LINCOLN RED , Non Dairy , M , 18 to 24 months ,7
 Wales , LINCOLN RED , Non Dairy , M , 42 to 48 Months ,2
 Wales , LINCOLN RED , Non Dairy , M , 54 to 60 months ,1
 Wales , LINCOLN RED , Non Dairy , M , 90 to 96 months ,1
 Wales , LINCOLN RED , Non Dairy , M , 102+months ,1
 Wales , LINCOLN RED X , Non Dairy , F , 6 to 12 months ,22
 Wales , LINCOLN RED X , Non Dairy , F , 12 to 18 months ,2
 Wales , LINCOLN RED X , Non Dairy , F , 18 to 24 months ,5
 Wales , LINCOLN RED X , Non Dairy , F , 24 to 30 months ,11
 Wales , LINCOLN RED X , Non Dairy , F , 30 to 36 months ,9
 Wales , LINCOLN RED X , Non Dairy , F , 36 to 42 months ,5
 Wales , LINCOLN RED X , Non Dairy , F , 42 to 48 Months ,7
 Wales , LINCOLN RED X , Non Dairy , F , 48 to 54 months ,5
 Wales , LINCOLN RED X , Non Dairy , F , 54 to 60 months ,10
 Wales , LINCOLN RED X , Non Dairy , F , 60 to 66 months ,1
 Wales , LINCOLN RED X , Non Dairy , F , 66 to 72 months ,6
 Wales , LINCOLN RED X , Non Dairy , F , 72 to 78 months ,1
 Wales , LINCOLN RED X , Non Dairy , F , 78 to 84 months ,10
 Wales , LINCOLN RED X , Non Dairy , F , 84 to 90 months ,4
 Wales , LINCOLN RED X , Non Dairy , F , 90 to 96 months ,22
 Wales , LINCOLN RED X , Non Dairy , F , 96 to102 months ,2
 Wales , LINCOLN RED X , Non Dairy , F , 102+months ,51
 Wales , LINCOLN RED X , Non Dairy , M , 6 to 12 months ,18
 Wales , LINCOLN RED X , Non Dairy , M , 12 to 18 months ,1
 Wales , LINCOLN RED X , Non Dairy , M , 18 to 24 months ,8
 Wales , LONGHORN , Non Dairy , F , 0 to 6 months ,35
 Wales , LONGHORN , Non Dairy , F , 6 to 12 months ,85
 Wales , LONGHORN , Non Dairy , F , 12 to 18 months ,31
 Wales , LONGHORN , Non Dairy , F , 18 to 24 months ,86
 Wales , LONGHORN , Non Dairy , F , 24 to 30 months ,13
 Wales , LONGHORN , Non Dairy , F , 30 to 36 months ,72
 Wales , LONGHORN , Non Dairy , F , 36 to 42 months ,21
 Wales , LONGHORN , Non Dairy , F , 42 to 48 Months ,59
 Wales , LONGHORN , Non Dairy , F , 48 to 54 months ,22
 Wales , LONGHORN , Non Dairy , F , 54 to 60 months ,45
 Wales , LONGHORN , Non Dairy , F , 60 to 66 months ,11
 Wales , LONGHORN , Non Dairy , F , 66 to 72 months ,48
 Wales , LONGHORN , Non Dairy , F , 72 to 78 months ,13
 Wales , LONGHORN , Non Dairy , F , 78 to 84 months ,26
 Wales , LONGHORN , Non Dairy , F , 84 to 90 months ,11
 Wales , LONGHORN , Non Dairy , F , 90 to 96 months ,22
 Wales , LONGHORN , Non Dairy , F , 96 to102 months ,7
 Wales , LONGHORN , Non Dairy , F , 102+months ,112
 Wales , LONGHORN , Non Dairy , M , 0 to 6 months ,47
 Wales , LONGHORN , Non Dairy , M , 6 to 12 months ,82
 Wales , LONGHORN , Non Dairy , M , 12 to 18 months ,34
 Wales , LONGHORN , Non Dairy , M , 18 to 24 months ,51
 Wales , LONGHORN , Non Dairy , M , 24 to 30 months ,7
 Wales , LONGHORN , Non Dairy , M , 30 to 36 months ,7
 Wales , LONGHORN , Non Dairy , M , 42 to 48 Months ,11
 Wales , LONGHORN , Non Dairy , M , 48 to 54 months ,3
 Wales , LONGHORN , Non Dairy , M , 54 to 60 months ,4
 Wales , LONGHORN , Non Dairy , M , 60 to 66 months ,1
 Wales , LONGHORN , Non Dairy , M , 66 to 72 months ,1
 Wales , LONGHORN , Non Dairy , M , 78 to 84 months ,2
 Wales , LONGHORN , Non Dairy , M , 90 to 96 months ,1
 Wales , LONGHORN , Non Dairy , M , 96 to102 months ,1
 Wales , LONGHORN , Non Dairy , M , 102+months ,9
 Wales , LONGHORN X , Non Dairy , F , 0 to 6 months ,17
 Wales , LONGHORN X , Non Dairy , F , 6 to 12 months ,29
 Wales , LONGHORN X , Non Dairy , F , 12 to 18 months ,13
 Wales , LONGHORN X , Non Dairy , F , 18 to 24 months ,29
 Wales , LONGHORN X , Non Dairy , F , 24 to 30 months ,5
 Wales , LONGHORN X , Non Dairy , F , 30 to 36 months ,15
 Wales , LONGHORN X , Non Dairy , F , 36 to 42 months ,14
 Wales , LONGHORN X , Non Dairy , F , 42 to 48 Months ,8
 Wales , LONGHORN X , Non Dairy , F , 48 to 54 months ,10
 Wales , LONGHORN X , Non Dairy , F , 54 to 60 months ,12
 Wales , LONGHORN X , Non Dairy , F , 60 to 66 months ,1
 Wales , LONGHORN X , Non Dairy , F , 66 to 72 months ,6
 Wales , LONGHORN X , Non Dairy , F , 72 to 78 months ,3
 Wales , LONGHORN X , Non Dairy , F , 78 to 84 months ,2
 Wales , LONGHORN X , Non Dairy , F , 84 to 90 months ,1
 Wales , LONGHORN X , Non Dairy , F , 90 to 96 months ,4
 Wales , LONGHORN X , Non Dairy , F , 96 to102 months ,1
 Wales , LONGHORN X , Non Dairy , F , 102+months ,25
 Wales , LONGHORN X , Non Dairy , M , 0 to 6 months ,23
 Wales , LONGHORN X , Non Dairy , M , 6 to 12 months ,37
 Wales , LONGHORN X , Non Dairy , M , 12 to 18 months ,6
 Wales , LONGHORN X , Non Dairy , M , 18 to 24 months ,21
 Wales , LONGHORN X , Non Dairy , M , 24 to 30 months ,5
 Wales , LONGHORN X , Non Dairy , M , 30 to 36 months ,4
