ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,09/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,09/11/2018,95.49 ,FUEL,V001319849
ROCHDALE BOROUGH COUNCIL,09/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,09/11/2018,95.52 ,FUEL,V001319849
ROCHDALE BOROUGH COUNCIL,09/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,09/11/2018,106.66 ,FUEL,V001319849
ROCHDALE BOROUGH COUNCIL,09/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,09/11/2018,119.09 ,FUEL,V001319849
ROCHDALE BOROUGH COUNCIL,09/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,09/11/2018,162.51 ,FUEL,V001319849
ROCHDALE BOROUGH COUNCIL,09/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,09/11/2018,176.80 ,FUEL,V001319849
ROCHDALE BOROUGH COUNCIL,09/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,09/11/2018,202.97 ,FUEL,V001319849
ROCHDALE BOROUGH COUNCIL,09/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,09/11/2018,301.20 ,FUEL,V001319849
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,THOMAS WRIGHT/THORITE GROUP LIMITED,14/11/2018,236.77 ,VEHICLE MAINTENANCE,V001319853
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,THOMAS WRIGHT/THORITE GROUP LIMITED,14/11/2018,416.84 ,VEHICLE MAINTENANCE,V001319853
ROCHDALE BOROUGH COUNCIL,05/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RCD LEAFLET DISTRIBUTION,05/11/2018,1188.00 ,EQUIPMENT - GENERAL,V001319860
ROCHDALE BOROUGH COUNCIL,29/11/2018,EARLY HELP AND SCHOOLS,REAL TRUST,29/11/2018,50.00 ,TRAINING-NON QUALIFICATION,V001319953
ROCHDALE BOROUGH COUNCIL,05/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,H BELL AND SONS ROCHDALE LTD,05/11/2018,463.78 ,REPAIRS & ALTS OF BUILDINGS,V001320009
ROCHDALE BOROUGH COUNCIL,05/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,H BELL AND SONS ROCHDALE LTD,05/11/2018,1630.00 ,REPAIRS & ALTS OF BUILDINGS,V001320010
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,GMCA,01/11/2018,599.42 ,MINOR BUILDING WORKS,V001320401
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ARCO GROUP LIMITED,01/11/2018,17.52 ,MINOR BUILDING WORKS,V001320404
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,F NEEDHAM,01/11/2018,90.00 ,PROPERTY - WORKS ELEMENT,V001320408
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,WLG LTD,23/11/2018,1261.19 ,CATERING - GENERAL,V001320444
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,1.80 ,CLEANING MATERIALS,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,1.80 ,CLEANING MATERIALS,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,1.81 ,EQUIPMENT - GENERAL,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,2.46 ,CONSUMABLES,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,2.51 ,CLEANING MATERIALS,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,3.48 ,CLEANING EQUIPMENT,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,3.59 ,CONSUMABLES,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,6.68 ,CLEANING MATERIALS,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,7.00 ,CLEANING EQUIPMENT,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,7.24 ,CLEANING MATERIALS,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,8.00 ,CLEANING EQUIPMENT,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,9.08 ,CLEANING MATERIALS,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,12.08 ,CLEANING MATERIALS,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,17.04 ,CLEANING EQUIPMENT,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,30.48 ,CLEANING MATERIALS,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,35.70 ,CONSUMABLES,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,64.34 ,CONSUMABLES,V001320452
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,06/11/2018,69.95 ,CONSUMABLES,V001320452
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,1.33 ,CLEANING EQUIPMENT,V001320453
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,4.68 ,CLEANING MATERIALS,V001320453
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,4.68 ,CLEANING MATERIALS,V001320453
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,4.68 ,CLEANING MATERIALS,V001320453
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,15.24 ,CLEANING MATERIALS,V001320453
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,16.98 ,CLEANING EQUIPMENT,V001320453
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,41.70 ,CONSUMABLES,V001320453
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,55.96 ,CONSUMABLES,V001320453
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,60.00 ,CONSUMABLES,V001320453
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,1.81 ,EQUIPMENT - GENERAL,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,3.60 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,3.60 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,3.82 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,6.81 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,9.36 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,9.38 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,10.92 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,11.10 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,15.00 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,18.12 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,18.50 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,22.86 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,24.20 ,CLEANING MATERIALS,V001320454
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,14/11/2018,41.70 ,CONSUMABLES,V001320454
ROCHDALE BOROUGH COUNCIL,09/11/2018,ECONOMY DIRECTORATE,AQUACOOL LTD,09/11/2018,140.00 ,"CLOTHES, UNIFORM AND LAUNDRY",V001320464
ROCHDALE BOROUGH COUNCIL,02/11/2018,EARLY HELP AND SCHOOLS,BARNARDOS,02/11/2018,12750.00 ,SUBSCRIPTIONS,V001320491
ROCHDALE BOROUGH COUNCIL,02/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,SOLOPROTECT LTD,02/11/2018,19.33 ,SECURITY,V001320494
ROCHDALE BOROUGH COUNCIL,02/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,SOLOPROTECT LTD,02/11/2018,19.33 ,SECURITY,V001320494
ROCHDALE BOROUGH COUNCIL,02/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,SOLOPROTECT LTD,02/11/2018,38.66 ,SECURITY,V001320494
ROCHDALE BOROUGH COUNCIL,02/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,SOLOPROTECT LTD,02/11/2018,38.66 ,SECURITY,V001320494
ROCHDALE BOROUGH COUNCIL,01/11/2018,ECONOMY DIRECTORATE,S T HEATINGS SERVICES LTD,01/11/2018,70.00 ,CENTRAL HEATING,V001320581
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,S T HEATINGS SERVICES LTD,01/11/2018,70.00 ,PROPERTY - WORKS ELEMENT,V001320582
ROCHDALE BOROUGH COUNCIL,05/11/2018,ADULT CARE LCO FUNCTIONS,EZITRACKER,05/11/2018,699.60 ,IT EQUIPMENT,V001320591
ROCHDALE BOROUGH COUNCIL,02/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ESSENTRA SECURITY LTD,02/11/2018,631.50 ,EQUIPMENT - GENERAL,V001320602
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ARCO GROUP LIMITED,01/11/2018,81.06 ,"CLOTHES, UNIFORM AND LAUNDRY",V001320605
ROCHDALE BOROUGH COUNCIL,23/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,23/11/2018,9.20 ,EQUIPMENT - GENERAL,V001320623
ROCHDALE BOROUGH COUNCIL,23/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,23/11/2018,11.95 ,EQUIPMENT - GENERAL,V001320623
ROCHDALE BOROUGH COUNCIL,23/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,23/11/2018,23.95 ,EQUIPMENT - GENERAL,V001320623
ROCHDALE BOROUGH COUNCIL,23/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,23/11/2018,27.95 ,EQUIPMENT - GENERAL,V001320623
ROCHDALE BOROUGH COUNCIL,23/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,23/11/2018,29.95 ,EQUIPMENT - GENERAL,V001320623
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,FAUN ZOELLER UK LTD,06/11/2018,4.30 ,VEHICLE MAINTENANCE,V001320878
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,FAUN ZOELLER UK LTD,06/11/2018,10.20 ,VEHICLE MAINTENANCE,V001320878
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,FAUN ZOELLER UK LTD,06/11/2018,12.75 ,VEHICLE MAINTENANCE,V001320878
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,FAUN ZOELLER UK LTD,06/11/2018,66.00 ,VEHICLE MAINTENANCE,V001320878
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,FAUN ZOELLER UK LTD,06/11/2018,147.10 ,VEHICLE MAINTENANCE,V001320878
ROCHDALE BOROUGH COUNCIL,05/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,CICELEY COMMERCIALS LIMITED,05/11/2018,10.49 ,VEHICLE MAINTENANCE,V001320894
ROCHDALE BOROUGH COUNCIL,05/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,CICELEY COMMERCIALS LIMITED,05/11/2018,20.08 ,VEHICLE MAINTENANCE,V001320894
ROCHDALE BOROUGH COUNCIL,05/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,CICELEY COMMERCIALS LIMITED,05/11/2018,44.03 ,VEHICLE MAINTENANCE,V001320894
ROCHDALE BOROUGH COUNCIL,05/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,CICELEY COMMERCIALS LIMITED,05/11/2018,58.79 ,VEHICLE MAINTENANCE,V001320894
ROCHDALE BOROUGH COUNCIL,26/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,C K AUTO ELECTRICIAN,26/11/2018,190.00 ,VEHICLE MAINTENANCE,V001320898
ROCHDALE BOROUGH COUNCIL,14/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,FAUN ZOELLER UK LTD,14/11/2018,89.50 ,VEHICLE MAINTENANCE,V001320899
ROCHDALE BOROUGH COUNCIL,05/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,05/11/2018,20.40 ,EQUIPMENT - GENERAL,V001320900
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,W J LEWIS BUILDERS MERCHANTS LIMITED,01/11/2018,36.25 ,BUILDING MATERIALS,V001321154
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,01/11/2018,19.29 ,BUILDING MATERIALS,V001321155
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,01/11/2018,28.36 ,BUILDING MATERIALS,V001321155
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,01/11/2018,35.48 ,BUILDING MATERIALS,V001321155
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,01/11/2018,39.65 ,BUILDING MATERIALS,V001321155
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,01/11/2018,48.77 ,BUILDING MATERIALS,V001321155
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,01/11/2018,56.72 ,BUILDING MATERIALS,V001321155
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,01/11/2018,58.16 ,BUILDING MATERIALS,V001321155
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,01/11/2018,134.40 ,BUILDING MATERIALS,V001321155
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,01/11/2018,167.31 ,BUILDING MATERIALS,V001321155
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,01/11/2018,210.00 ,BUILDING MATERIALS,V001321155
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,ABBEY ARCHITECTURAL IRONMONGERY CO LTD,01/11/2018,390.00 ,BUILDING MATERIALS,V001321155
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,W J LEWIS BUILDERS MERCHANTS LIMITED,01/11/2018,17.76 ,BUILDING MATERIALS,V001321156
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,TEACRATE RENTALS LTD,01/11/2018,38.40 ,MINOR BUILDING WORKS,V001321157
ROCHDALE BOROUGH COUNCIL,05/11/2018,ECONOMY DIRECTORATE,LANCASHIRE LOCK AND SAFE COMPANY LIMITED,05/11/2018,14.00 ,ONGOING DISBURSEMENTS,V001321158
ROCHDALE BOROUGH COUNCIL,01/11/2018,ECONOMY DIRECTORATE,F S MOULT AND SON,01/11/2018,240.00 ,REPAIRS & ALTS OF BUILDINGS,V001321161
ROCHDALE BOROUGH COUNCIL,01/11/2018,ECONOMY DIRECTORATE,F S MOULT AND SON,01/11/2018,700.00 ,REPAIRS & ALTS OF BUILDINGS,V001321161
ROCHDALE BOROUGH COUNCIL,02/11/2018,PROPERTY AND HIGHWAYS,ARCO GROUP LIMITED,02/11/2018,127.56 ,MINOR BUILDING WORKS,V001321162
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,SHORROCK TRICHEM LTD,16/11/2018,33.65 ,MAINTENANCE,V001321171
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,SHORROCK TRICHEM LTD,16/11/2018,62.07 ,MAINTENANCE,V001321175
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,WHEELDON BROTHERS WASTE LIMITED,01/11/2018,25.00 ,TIPPING CHARGES,V001321202
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,WHEELDON BROTHERS WASTE LIMITED,01/11/2018,25.00 ,TIPPING CHARGES,V001321202
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,WHEELDON BROTHERS WASTE LIMITED,01/11/2018,25.00 ,TIPPING CHARGES,V001321202
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,WHEELDON BROTHERS WASTE LIMITED,01/11/2018,25.50 ,TIPPING CHARGES,V001321202
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,WHEELDON BROTHERS WASTE LIMITED,01/11/2018,30.50 ,TIPPING CHARGES,V001321202
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,WHEELDON BROTHERS WASTE LIMITED,01/11/2018,58.00 ,TIPPING CHARGES,V001321202
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,WHEELDON BROTHERS WASTE LIMITED,01/11/2018,58.00 ,TIPPING CHARGES,V001321202
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,WHEELDON BROTHERS WASTE LIMITED,01/11/2018,64.96 ,TIPPING CHARGES,V001321202
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,WHEELDON BROTHERS WASTE LIMITED,01/11/2018,76.56 ,TIPPING CHARGES,V001321202
ROCHDALE BOROUGH COUNCIL,01/11/2018,PROPERTY AND HIGHWAYS,WHEELDON BROTHERS WASTE LIMITED,01/11/2018,162.40 ,TIPPING CHARGES,V001321202
ROCHDALE BOROUGH COUNCIL,06/11/2018,EARLY HELP AND SCHOOLS,ARGOS BUSINESS SOLUTIONS LIMITED,06/11/2018,13.77 ,EQUIPMENT - GENERAL,V001321203
ROCHDALE BOROUGH COUNCIL,06/11/2018,EARLY HELP AND SCHOOLS,ARGOS BUSINESS SOLUTIONS LIMITED,06/11/2018,37.99 ,EQUIPMENT - GENERAL,V001321203
ROCHDALE BOROUGH COUNCIL,02/11/2018,EARLY HELP AND SCHOOLS,RALPH LIVESEY,02/11/2018,3.88 ,CHILDRENS SUBSISTENCE,V001321212
ROCHDALE BOROUGH COUNCIL,19/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,AMTOLL LIMITED,19/11/2018,-73.76 ,CONSUMABLES,V001321327
ROCHDALE BOROUGH COUNCIL,01/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,THE LOCAL JOURNAL LTD,01/11/2018,300.00 ,EXPENSES - GENERAL,V001321334
ROCHDALE BOROUGH COUNCIL,06/11/2018,ECONOMY DIRECTORATE,J C MILLS & SON LIMITED,06/11/2018,157.42 ,CENTRAL HEATING,V001321348
ROCHDALE BOROUGH COUNCIL,06/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,COMMERCIAL FILTERS LIMITED,06/11/2018,30.36 ,VEHICLE MAINTENANCE,V001321352
ROCHDALE BOROUGH COUNCIL,02/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,COMMERCIAL FILTERS LIMITED,02/11/2018,18.28 ,VEHICLE MAINTENANCE,V001321360
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,2.92 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,2.99 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,3.50 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,9.99 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,22.95 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,25.90 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,29.90 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,35.90 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,36.45 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,38.70 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,50.37 ,PRINTING & STATIONERY,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,70.50 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,15/11/2018,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,15/11/2018,75.15 ,EQUIPMENT - GENERAL,V001321361
ROCHDALE BOROUGH COUNCIL,02/11/2018,PROPERTY AND HIGHWAYS,CORONA ENERGY RETAIL 4 LIMITED,02/11/2018,5020.30 ,GAS,V001323080
ROCHDALE BOROUGH COUNCIL,06/11/2018,ECONOMY DIRECTORATE,F BRIERLEY & SON LIMITED,06/11/2018,750.00 ,REPAIRS & ALTS OF BUILDINGS,V001323081
ROCHDALE BOROUGH COUNCIL,05/11/2018,PROPERTY AND HIGHWAYS,F BRIERLEY & SON LIMITED,05/11/2018,4070.00 ,PROPERTY - WORKS ELEMENT,V001323082
ROCHDALE BOROUGH COUNCIL,06/11/2018,ECONOMY DIRECTORATE,F BRIERLEY & SON LIMITED,06/11/2018,210.00 ,REPAIRS & ALTS OF BUILDINGS,V001323083
ROCHDALE BOROUGH COUNCIL,06/11/2018,ECONOMY DIRECTORATE,EVOLUTION AUTOMATIC DOORS LTD,06/11/2018,423.00 ,ELECTRICAL,V001323084
