ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,7.38 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.29 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.61 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.76 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.08 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.68 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.05 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.26 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,12.00 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,13.01 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,13.24 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,13.64 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,14.97 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,17.76 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,24.96 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,28.24 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,33.60 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,35.84 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,39.35 ,PROVISIONS,V001341156
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,44.32 ,PROVISIONS,V001341157
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.72 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.92 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.55 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.92 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.62 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.50 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.82 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.88 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,12.72 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,13.35 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,14.84 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,17.22 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,18.06 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,25.92 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,26.28 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,36.27 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,41.04 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,42.60 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,42.80 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,44.48 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,52.65 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,85.60 ,PROVISIONS,V001341158
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,61.45 ,PROVISIONS,V001341159
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,19.66 ,PROVISIONS,V001341160
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.40 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.97 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.18 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.18 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.09 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.13 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.34 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.77 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.82 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.13 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.74 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.38 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.29 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.28 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,12.38 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,13.01 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,19.38 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,24.98 ,PROVISIONS,V001341161
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,7.16 ,PROVISIONS,V001341162
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,24.60 ,PROVISIONS,V001341162
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,155.18 ,PROVISIONS,V001341163
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,5.08 ,PROVISIONS,V001341164
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,20.32 ,PROVISIONS,V001341164
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,24.60 ,PROVISIONS,V001341164
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,40.64 ,PROVISIONS,V001341165
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,49.20 ,PROVISIONS,V001341165
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,8.95 ,PROVISIONS,V001341166
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,20.32 ,PROVISIONS,V001341166
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,24.60 ,PROVISIONS,V001341166
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,1.46 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.72 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.03 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.17 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.33 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.80 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.52 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.94 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.94 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.36 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.96 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.61 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.65 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.65 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.05 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.50 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.82 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,11.48 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,12.38 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,13.64 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,16.46 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,17.58 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,24.88 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,30.97 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,57.96 ,PROVISIONS,V001341167
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,1.36 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.45 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.72 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.92 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.25 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.48 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.21 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.33 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.77 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.80 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.01 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.41 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,7.24 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.18 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.29 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.34 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.82 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.24 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.46 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,12.30 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,12.38 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,12.44 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,15.39 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,16.58 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,16.84 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,16.93 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,18.16 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,25.92 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,32.49 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,57.96 ,PROVISIONS,V001341168
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.37 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.00 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.31 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.94 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.22 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.36 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,7.38 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,7.50 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.38 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.51 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.65 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.65 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.02 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.26 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.82 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.94 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,11.60 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,13.35 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,17.13 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,19.38 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,22.60 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,25.92 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,27.99 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,28.26 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,38.64 ,PROVISIONS,V001341169
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,30.48 ,PROVISIONS,V001341170
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.72 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.72 ,PROVISIONS,V001341171
