SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLC_Result_PS_NG,PSPMBAResultMBA1,PSPMBAResultMBA2,PSPAverageMBAResult,DSPResultPositive,DSPResultNegative,DomoicAcid,ActionRequired,SampleNumber2
BTX/2008/0197,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2008-01-22,2008-01-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0197
BTX/2008/0199,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2008-01-22,2008-01-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0199
BTX/2008/0200,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2008-01-22,2008-01-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0200
BTX/2008/0201,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2008-01-22,2008-01-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0201
BTX/2008/0202,The Solent,B24BA,Isle of Wight Council,SZ59209390,Mother Bank - Church Spire,2008-01-22,2008-01-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0202
BTX/2008/0203,Southampton Water,B021D,Southampton PHA,SU45300770,Netley,2008-01-22,2008-01-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0203
BTX/2008/0221,The Wash,,Kings Lynn & W Norfolk BC,,Zone 4,2008-01-23,2008-01-24,Cockles,NG,,,,,NEGATIVE,,,BTX/2008/0221
BTX/2008/0237,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2008-01-28,2008-01-29,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0237
BTX/2008/0238,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2008-01-28,2008-01-29,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0238
BTX/2008/0239,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2008-01-28,2008-01-29,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0239
BTX/2008/0240,Lymington River,B24AF,New Forest DC,SZ34809375,No 3 Post,2008-01-28,2008-01-29,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0240
BTX/2008/0246,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2008-01-29,2008-01-29,Mussels,,,,,,NEGATIVE,,,BTX/2008/0246
BTX/2008/0247,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2008-01-29,2008-01-30,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0247
BTX/2008/0248,Keyhaven,B075A,New Forest DC,SZ31599045,Anchorage,2008-01-29,2008-01-30,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0248
BTX/2008/0249,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2008-01-28,2008-01-30,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0249
BTX/2008/0250,The Solent,B024N,Isle of Wight Council,SZ34809020,Yarmouth - Blackrock,2008-01-29,2008-01-30,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0250
BTX/2008/0251,The Solent,B024H,Isle of Wight Council,SZ45209410,Thorness,2008-01-29,2008-01-30,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0251
BTX/2008/0252,Poole,B054P,Poole BC,SY99448968,Hamworthy,2008-01-29,2008-01-30,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0252
BTX/2008/0253,Poole,B54BF,Poole BC,SZ09119017,Bournemouth Pier,2008-01-29,2008-01-30,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0253
BTX/2008/0254,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2008-01-29,2008-01-30,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0254
BTX/2008/0255,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2008-01-29,2008-01-30,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0255
BTX/2008/0256,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2008-01-29,2008-01-30,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0256
BTX/2008/0313,Beaulieu,B023B,New Forest DC,SZ42729773,Needs Ore,2008-02-04,2008-02-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0313
BTX/2008/0314,Blakeney,B006N,North Norfolk DC,TF91804550,Wells Beacon,2008-02-04,2008-02-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0314
BTX/2008/0315,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2008-02-04,2008-02-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0315
BTX/2008/0316,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2008-02-04,2008-02-05,Cockles,Insufficient,,,,,NEGATIVE,<RL,Flesh sample requested,BTX/2008/0316
BTX/2008/0317,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2008-02-04,2008-02-05,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0317
BTX/2008/0318,The Solent,B24BA,Isle of Wight Council,SZ59209390,Mother Bank - Church Spire,2008-02-04,2008-02-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0318
BTX/2008/0319,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2008-02-04,2008-02-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0319
BTX/2008/0320,Taw/Torridge,B036N,Torridge DC,SS46603050,Appledore Lifeboat Slipway,2008-02-04,2008-02-05,Mussels,Insufficient,,,,,NEGATIVE,<RL,Flesh sample requested,BTX/2008/0320
BTX/2008/0321,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2008-02-04,2008-02-05,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0321
BTX/2008/0322,North Kent Coast,B17BL,Canterbury CC,TR08206690,Pollard,2008-02-04,2008-02-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0322
BTX/2008/0323,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2008-02-04,2008-02-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0323
BTX/2008/0327,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2008-02-04,2008-02-06,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0327
BTX/2008/0328,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2008-02-05,2008-02-06,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0328
BTX/2008/0329,The Wash,,Kings Lynn & W Norfolk BC,,Zone 4,2008-02-05,2008-02-06,Cockles,Insufficient,,,,,NEGATIVE,<RL,Flesh sample requested,BTX/2008/0329
BTX/2008/0330,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2008-02-05,2008-02-06,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0330
BTX/2008/0331,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2008-02-05,2008-02-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0331
BTX/2008/0332,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2008-02-05,2008-02-06,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0332
BTX/2008/0333,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2008-02-05,2008-02-06,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0333
BTX/2008/0388,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2008-02-11,2008-02-12,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0388
BTX/2008/0389,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2008-02-11,2008-02-12,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0389
BTX/2008/0390,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2008-02-11,2008-02-12,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0390
BTX/2008/0391,Lymington River,B24AF,New Forest DC,SZ34809375,No 3 Post,2008-02-11,2008-02-12,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0391
BTX/2008/0392,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2008-02-11,2008-02-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0392
BTX/2008/0393,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2008-02-11,2008-02-12,Pacific Oysters,NG,,,,Insufficient,,<RL,Follow up sample requested,BTX/2008/0393
BTX/2008/0394,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2008-02-11,2008-02-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0394
BTX/2008/0395,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2008-02-11,2008-02-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0395
BTX/2008/0396,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2008-02-11,2008-02-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0396
BTX/2008/0407,Portland,B025J,Weymouth PHA,SY70507490,South East Ropes,2008-02-12,2008-02-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0407
BTX/2008/0408,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2008-02-12,2008-02-12,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0408
BTX/2008/0409,Poole,B054P,Poole BC,SY99448968,Hamworthy,2008-02-12,2008-02-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0409
BTX/2008/0410,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2008-02-12,2008-02-13,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0410
BTX/2008/0411,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2008-02-12,2008-02-13,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0411
BTX/2008/0412,The Wash,,Boston BC,,Zone 2,2008-02-11,2008-02-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0412
BTX/2008/0413,The Wash,,Boston BC,,Zone 2,2008-02-11,2008-02-13,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0413
BTX/2008/0414,The Wash,,Kings Lynn & W Norfolk BC,,Zone 3,2008-02-11,2008-02-13,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0414
BTX/2008/0415,The Wash,,Boston BC,,Zone 1,2008-02-11,2008-02-13,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0415
BTX/2008/0416,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2008-02-12,2008-02-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0416
BTX/2008/0417,Silloth,B059H,Allerdale DC,NY11005430,Silloth,2008-02-12,2008-02-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0417
BTX/2008/0418,Dart,B028F,South Hams DC,SX87415599,Waddeton,2008-02-12,2008-02-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0418
BTX/2008/0419,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2008-02-12,2008-02-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0419
BTX/2008/0420,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2008-02-12,2008-02-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0420
BTX/2008/0421,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2008-02-12,2008-02-13,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0421
BTX/2008/0477,The Wash,B004F,Kings Lynn & W Norfolk BC,TF60703390,Stylemans,2008-02-12,2008-02-14,Mussels,NG,,,,,NEGATIVE,,,BTX/2008/0477
BTX/2008/0478,Ravenglass,B053B,Copeland DC,SD08509610,Ravenglass,2008-02-13,2008-02-14,Mussels,NG,,,,,NEGATIVE,,,BTX/2008/0478
BTX/2008/0479,Taw/Torridge,B036N,Torridge DC,SS46603050,Appledore Lifeboat Slipway,2008-02-13,2008-02-14,Mussels,NG,,,,,,,,BTX/2008/0479
BTX/2008/0486,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2008-02-18,2008-02-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0486
BTX/2008/0487,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2008-02-18,2008-02-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0487
BTX/2008/0488,Southampton Water,B021D,Southampton PHA,SU45300770,Netley,2008-02-18,2008-02-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0488
BTX/2008/0489,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2008-02-18,2008-02-19,Cockles,NG,,,,,,,,BTX/2008/0489
BTX/2008/0490,The Solent,B024N,Isle of Wight Council,SZ34809020,Yarmouth - Blackrock,2008-02-18,2008-02-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0490
BTX/2008/0491,The Solent,B024H,Isle of Wight Council,SZ45209410,Thorness,2008-02-18,2008-02-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0491
BTX/2008/0492,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2008-02-18,2008-02-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0492
BTX/2008/0493,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2008-02-18,2008-02-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0493
BTX/2008/0494,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2008-02-17,2008-02-19,Cockles,NG,,,,Insufficient,,<RL,Follow up sample requested,BTX/2008/0494
BTX/2008/0495,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2008-02-18,2008-02-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0495
BTX/2008/0496,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2008-02-18,2008-02-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0496
BTX/2008/0497,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2008-02-18,2008-02-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0497
BTX/2008/0498,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2008-02-18,2008-02-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0498
BTX/2008/0499,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2008-02-18,2008-02-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0499
BTX/2008/0500,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2008-02-18,2008-02-19,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0500
BTX/2008/0501,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2008-02-18,2008-02-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0501
BTX/2008/0507,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2008-02-19,2008-02-20,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0507
BTX/2008/0508,Keyhaven,B075A,New Forest DC,SZ31599045,Anchorage,2008-02-19,2008-02-20,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0508
BTX/2008/0509,Crouch,B015B,Maldon DC,TR00109540,Outer Crouch,2008-02-19,2008-02-20,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0509
BTX/2008/0510,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2008-02-18,2008-02-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0510
BTX/2008/0511,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2008-02-19,2008-02-20,Mussels,Insufficient,,,,,NEGATIVE,<RL,Follow up sample requested,BTX/2008/0511
BTX/2008/0512,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2008-02-19,2008-02-20,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0512
BTX/2008/0557,The Wash,,Kings Lynn & W Norfolk BC,,Zone 4,2008-02-20,2008-02-21,Cockles,NG,,,,,,,,BTX/2008/0557
BTX/2008/0558,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2008-02-19,2008-02-21,Mussels,NG,,,,,NEGATIVE,,,BTX/2008/0558
BTX/2008/0567,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2008-02-25,2008-02-26,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0567
BTX/2008/0568,Liverpool Bay - Wirral,B058D,Mersey PHA,SJ25009200,Leasowe Lighthouse,2008-02-25,2008-02-26,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0568
BTX/2008/0569,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2008-02-25,2008-02-26,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0569
BTX/2008/0570,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2008-02-25,2008-02-26,Cockles,,,,,,NEGATIVE,,,BTX/2008/0570
BTX/2008/0571,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2008-02-25,2008-02-26,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0571
BTX/2008/0572,Stour Estuary,B061A,Thanet DC,TR35806340,Pegwell Bay,2008-02-25,2008-02-26,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0572
BTX/2008/0573,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2008-02-25,2008-02-26,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0573
BTX/2008/0596,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2008-02-26,2008-02-27,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0596
BTX/2008/0597,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2008-02-26,2008-02-27,Mussels,NG,,,,,,,,BTX/2008/0597
BTX/2008/0598,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2008-02-26,2008-02-27,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0598
BTX/2008/0599,Exe,B026E,Teignbridge DC,SX97808090,Pool,2008-02-26,2008-02-27,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0599
BTX/2008/0600,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2008-02-26,2008-02-27,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0600
BTX/2008/0631,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2008-03-03,2008-03-04,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0631
BTX/2008/0632,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2008-03-03,2008-03-04,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0632
BTX/2008/0633,Blakeney,B006C,North Norfolk DC,TF99004530,Simpool,2008-03-03,2008-03-04,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0633
BTX/2008/0637,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2008-03-04,2008-03-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0637
BTX/2008/0638,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2008-03-04,2008-03-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0638
BTX/2008/0639,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2008-03-04,2008-03-05,Mussels,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2008/0639
BTX/2008/0640,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2008-03-04,2008-03-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0640
BTX/2008/0641,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2008-03-04,2008-03-05,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0641
BTX/2008/0642,North Kent Coast,B17BL,Canterbury CC,TR08206690,Pollard,2008-03-04,2008-03-05,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0642
BTX/2008/0643,Lymington River,B24AF,New Forest DC,SZ34809375,No 3 Post,2008-03-04,2008-03-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0643
BTX/2008/0644,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2008-03-04,2008-03-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0644
BTX/2008/0645,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2008-03-04,2008-03-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0645
BTX/2008/0646,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2008-03-04,2008-03-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0646
BTX/2008/0647,Morecambe Bay - Roosebeck,B48AC,South Lakeland DC,SD37406640,Flookburgh,2008-03-04,2008-03-05,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0647
BTX/2008/0648,The Solent,B024N,Isle of Wight Council,SZ34809020,Yarmouth - Blackrock,2008-03-04,2008-03-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0648
BTX/2008/0649,The Solent,B024H,Isle of Wight Council,SZ45209410,Thorness,2008-03-04,2008-03-05,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0649
BTX/2008/0699,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2008-03-05,2008-03-06,Mussels,NG,,,,,NEGATIVE,,,BTX/2008/0699
BTX/2008/0700,Keyhaven,B075A,New Forest DC,SZ31599045,Anchorage,2008-03-05,2008-03-06,Native Oysters,NG,,,,,NEGATIVE,,,BTX/2008/0700
BTX/2008/0712,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2008-03-10,2008-03-11,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0712
BTX/2008/0713,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2008-03-10,2008-03-11,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0713
BTX/2008/0714,Three Rivers,B071G,Carmarthenshire CC,SN35700730,Tywyn Point,2008-03-10,2008-03-11,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0714
BTX/2008/0715,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2008-03-10,2008-03-11,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0715
BTX/2008/0716,Glaslyn/Dwyryd Estuary,B074E,Gwynedd CC,SN57103860,Porthmadog Harbour,2008-03-09,2008-03-11,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0716
BTX/2008/0717,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2008-03-10,2008-03-11,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0717
BTX/2008/0718,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2008-03-10,2008-03-11,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0718
BTX/2008/0719,The Solent,B24BA,Isle of Wight Council,SZ59209390,Mother Bank - Church Spire,2008-03-11,2008-03-12,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0719
BTX/2008/0720,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2008-03-11,2008-03-12,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0720
BTX/2008/0721,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2008-03-11,2008-03-12,Mussels,Insufficient,,,,,NEGATIVE,<RL,Follow up sample requested,BTX/2008/0721
BTX/2008/0722,Beaulieu,B023B,New Forest DC,SZ42729773,Needs Ore,2008-03-11,2008-03-12,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0722
BTX/2008/0723,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2008-03-11,2008-03-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0723
BTX/2008/0724,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2008-03-11,2008-03-12,Cockles,NG,,,,Insufficient,,<RL,Follow up sample requested,BTX/2008/0724
BTX/2008/0725,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2008-03-11,2008-03-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0725
BTX/2008/0726,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2008-03-11,2008-03-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0726
BTX/2008/0727,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2008-03-11,2008-03-12,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0727
BTX/2008/0728,The Wash,,Boston BC,,Zone 1,2008-03-11,2008-03-12,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0728
BTX/2008/0772,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2008-03-12,2008-03-13,Mussels,NG,,,,,NEGATIVE,,,BTX/2008/0772
BTX/2008/0788,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2008-03-17,2008-03-17,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0788
BTX/2008/0797,The Solent,B024H,Isle of Wight Council,SZ45209410,Thorness,2008-03-17,2008-03-18,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0797
BTX/2008/0798,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2008-03-17,2008-03-18,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0798
BTX/2008/0799,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2008-03-17,2008-03-18,Native Oysters,NG,,,,Insufficient,,<RL,Follow up sample requested,BTX/2008/0799
BTX/2008/0800,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2008-03-17,2008-03-18,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0800
BTX/2008/0801,The Wash,,Kings Lynn & W Norfolk BC,,Zone 3,2008-03-17,2008-03-18,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0801
BTX/2008/0802,The Wash,,Boston BC,,Zone 2,2008-03-17,2008-03-18,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0802
BTX/2008/0803,The Wash,,Boston BC,,Zone 2,2008-03-17,2008-03-18,Mussels,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2008/0803
BTX/2008/0804,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2008-03-17,2008-03-18,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0804
