ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.99 ,PROVISIONS,V002183453,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,21.60 ,PROVISIONS,V002183453,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.55 ,PROVISIONS,V002183453,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,22.00 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,21.85 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,50.20 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.00 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,16.00 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,3.38 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,39.36 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.99 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.00 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.50 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,7.98 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,7.30 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,30.00 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.99 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,16.00 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,9.98 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,7.98 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,14.52 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.99 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.00 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,21.00 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,25.98 ,PROVISIONS,V002183454,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,14.00 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,16.00 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.99 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.00 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,11.00 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,23.94 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,36.00 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,1.92 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,8.00 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,2.99 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,13.00 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.00 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,78.72 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,11.97 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,31.75 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.67 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,3.00 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,25.98 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,21.00 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,16.12 ,PROVISIONS,V002183455,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,21/12/2023,12.40 ,CATERING - GENERAL,V002183456,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,21/12/2023,1.56 ,CATERING - GENERAL,V002183456,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,21/12/2023,10.40 ,CATERING - GENERAL,V002183456,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,21/12/2023,9.00 ,CATERING - GENERAL,V002183456,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,21/12/2023,9.00 ,CATERING - GENERAL,V002183456,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,32.00 ,PROVISIONS,V002183457,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,21.72 ,PROVISIONS,V002183457,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,-13.00 ,PROVISIONS,V002183458,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,11.00 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.15 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,12.99 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.00 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,11.00 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.99 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.99 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.99 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.00 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,39.36 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,21.85 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,4.00 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,15.96 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,14.00 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,1.69 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.00 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.67 ,PROVISIONS,V002183459,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,-8.58 ,PROVISIONS,V002183460,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.08 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.08 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.50 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.40 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.35 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.69 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,9.94 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,2.85 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,21.60 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,17.40 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,5.45 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,7.00 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,7.50 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,7.50 ,PROVISIONS,V002183461,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.00 ,PROVISIONS,V002183462,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,36.00 ,PROVISIONS,V002183462,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,61.06 ,PROVISIONS,V002183462,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,28.76 ,PROVISIONS,V002183462,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,36.49 ,PROVISIONS,V002183462,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,11.00 ,PROVISIONS,V002183462,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,9.00 ,PROVISIONS,V002183462,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,28.80 ,PROVISIONS,V002183462,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,4.89 ,PROVISIONS,V002183462,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,2.99 ,PROVISIONS,V002183462,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,36.00 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,18.00 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.00 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,15.56 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,4.99 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,4.00 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.00 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,3.99 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,7.98 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,8.00 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.64 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.00 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.99 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.49 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.49 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.99 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.00 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.00 ,PROVISIONS,V002183463,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,21.72 ,PROVISIONS,V002183464,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,19.00 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,18.99 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,18.99 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.99 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,2.08 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,55.00 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,15.00 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,57.40 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,9.98 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,23.94 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,8.00 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,60.00 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,45.00 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,137.84 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,33.20 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.00 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,2.99 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,41.46 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,66.76 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,23.58 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,23.96 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.08 ,PROVISIONS,V002183465,,,,,,,,,
